Date(UTC),"Science Garden Quezon City, Metro Manila Heat.Index.Max.Dly [deg C]"
Source,Climatic observation
15/07/2017 0:00,37.6
16/07/2017 0:00,36.2
17/07/2017 0:00,38.3
18/07/2017 0:00,35.5
19/07/2017 0:00,33.6
20/07/2017 0:00,34.6
21/07/2017 0:00,35.8
22/07/2017 0:00,36.8
23/07/2017 0:00,35.8
24/07/2017 0:00,36.2
25/07/2017 0:00,36
26/07/2017 0:00,28.9
27/07/2017 0:00,33.5
28/07/2017 0:00,37.6
29/07/2017 0:00,37.8
30/07/2017 0:00,37.1
31/07/2017 0:00,38.2
01/08/2017 0:00,41.2
02/08/2017 0:00,36
03/08/2017 0:00,35.2
04/08/2017 0:00,37.1
05/08/2017 0:00,37.3
06/08/2017 0:00,38.3
07/08/2017 0:00,42.4
08/08/2017 0:00,38.3
09/08/2017 0:00,38.7
10/08/2017 0:00,40.4
11/08/2017 0:00,40.3
12/08/2017 0:00,39.2
13/08/2017 0:00,40.8
14/08/2017 0:00,37
15/08/2017 0:00,39.4
16/08/2017 0:00,39
17/08/2017 0:00,39.5
18/08/2017 0:00,40.2
19/08/2017 0:00,37
20/08/2017 0:00,35.9
21/08/2017 0:00,33.7
22/08/2017 0:00,35.3
23/08/2017 0:00,37.2
24/08/2017 0:00,34.6
25/08/2017 0:00,32.3
26/08/2017 0:00,35.7
27/08/2017 0:00,38.8
28/08/2017 0:00,40.4
29/08/2017 0:00,38.2
30/08/2017 0:00,39.2
31/08/2017 0:00,34.2
01/09/2017 0:00,36.9
02/09/2017 0:00,37.8
03/09/2017 0:00,38.9
04/09/2017 0:00,38.2
05/09/2017 0:00,34.2
06/09/2017 0:00,37.7
07/09/2017 0:00,39.3
08/09/2017 0:00,40.6
09/09/2017 0:00,39.4
10/09/2017 0:00,39.3
11/09/2017 0:00,31.7
12/09/2017 0:00,29.1
13/09/2017 0:00,37.2
14/09/2017 0:00,40.7
15/09/2017 0:00,38
16/09/2017 0:00,39.8
17/09/2017 0:00,40.1
18/09/2017 0:00,37.9
19/09/2017 0:00,37.7
20/09/2017 0:00,39.2
21/09/2017 0:00,40.4
22/09/2017 0:00,37.6
23/09/2017 0:00,32.8
24/09/2017 0:00,38.1
25/09/2017 0:00,37.8
26/09/2017 0:00,34.9
27/09/2017 0:00,39.1
28/09/2017 0:00,36.8
29/09/2017 0:00,36.1
30/09/2017 0:00,37
01/10/2017 0:00,34.5
02/10/2017 0:00,36.3
03/10/2017 0:00,36.6
04/10/2017 0:00,36.8
05/10/2017 0:00,35.8
06/10/2017 0:00,36.9
07/10/2017 0:00,36
08/10/2017 0:00,32.2
09/10/2017 0:00,32.3
10/10/2017 0:00,36.9
11/10/2017 0:00,37.8
12/10/2017 0:00,38
13/10/2017 0:00,36.2
14/10/2017 0:00,31.1
15/10/2017 0:00,36.1
16/10/2017 0:00,38.4
17/10/2017 0:00,36.1
18/10/2017 0:00,37.4
19/10/2017 0:00,33.9
20/10/2017 0:00,39.1
21/10/2017 0:00,36.5
22/10/2017 0:00,38.8
23/10/2017 0:00,35.8
24/10/2017 0:00,36
25/10/2017 0:00,33.9
26/10/2017 0:00,34.1
27/10/2017 0:00,34.3
28/10/2017 0:00,38
29/10/2017 0:00,36.5
30/10/2017 0:00,35.9
31/10/2017 0:00,29.8
01/11/2017 0:00,24.6
02/11/2017 0:00,31.9
03/11/2017 0:00,36.6
04/11/2017 0:00,32.2
05/11/2017 0:00,34.9
06/11/2017 0:00,38.6
07/11/2017 0:00,35.3
08/11/2017 0:00,38
09/11/2017 0:00,28.6
10/11/2017 0:00,38.3
11/11/2017 0:00,37.3
12/11/2017 0:00,37.9
13/11/2017 0:00,36.5
14/11/2017 0:00,37.2
15/11/2017 0:00,37.7
16/11/2017 0:00,34.1
17/11/2017 0:00,33.5
18/11/2017 0:00,37.4
19/11/2017 0:00,37.1
20/11/2017 0:00,35.9
21/11/2017 0:00,36
22/11/2017 0:00,37.3
23/11/2017 0:00,35.8
24/11/2017 0:00,34.6
25/11/2017 0:00,36.6
26/11/2017 0:00,36.2
27/11/2017 0:00,36.1
28/11/2017 0:00,35.3
29/11/2017 0:00,36.3
30/11/2017 0:00,35.8
01/12/2017 0:00,36.7
02/12/2017 0:00,37.7
03/12/2017 0:00,40.4
04/12/2017 0:00,35.5
05/12/2017 0:00,35.3
06/12/2017 0:00,35.1
07/12/2017 0:00,34.3
08/12/2017 0:00,34.1
09/12/2017 0:00,34
10/12/2017 0:00,33.9
11/12/2017 0:00,33.5
12/12/2017 0:00,32.4
13/12/2017 0:00,33.6
14/12/2017 0:00,32.1
15/12/2017 0:00,28.9
16/12/2017 0:00,28.3
17/12/2017 0:00,28.9
18/12/2017 0:00,28.6
19/12/2017 0:00,30.8
20/12/2017 0:00,33.7
21/12/2017 0:00,31.7
22/12/2017 0:00,32.9
23/12/2017 0:00,33.7
24/12/2017 0:00,36.2
25/12/2017 0:00,34.4
26/12/2017 0:00,34.3
27/12/2017 0:00,29.9
28/12/2017 0:00,34.5
29/12/2017 0:00,30.7
30/12/2017 0:00,31.5
31/12/2017 0:00,31.7
01/01/2018 0:00,30
02/01/2018 0:00,30.3
03/01/2018 0:00,31.6
04/01/2018 0:00,33.7
05/01/2018 0:00,36.1
06/01/2018 0:00,35.1
07/01/2018 0:00,34.5
08/01/2018 0:00,34.6
09/01/2018 0:00,35.4
10/01/2018 0:00,33.9
11/01/2018 0:00,30.9
12/01/2018 0:00,29.1
13/01/2018 0:00,30.8
14/01/2018 0:00,30.6
15/01/2018 0:00,31.4
16/01/2018 0:00,31.5
17/01/2018 0:00,32
18/01/2018 0:00,35.3
19/01/2018 0:00,30.9
20/01/2018 0:00,33.6
21/01/2018 0:00,33.7
22/01/2018 0:00,33.9
23/01/2018 0:00,33.1
24/01/2018 0:00,32.4
25/01/2018 0:00,33.5
26/01/2018 0:00,35
27/01/2018 0:00,28.3
28/01/2018 0:00,30.9
29/01/2018 0:00,32.3
30/01/2018 0:00,33
31/01/2018 0:00,31.5
01/02/2018 0:00,34.9
02/02/2018 0:00,32.8
03/02/2018 0:00,30.3
04/02/2018 0:00,31.8
05/02/2018 0:00,31.6
06/02/2018 0:00,30.5
07/02/2018 0:00,29
08/02/2018 0:00,30.3
09/02/2018 0:00,32.4
10/02/2018 0:00,33.3
11/02/2018 0:00,33.3
12/02/2018 0:00,34.5
13/02/2018 0:00,31.4
14/02/2018 0:00,31.9
15/02/2018 0:00,35.4
16/02/2018 0:00,36.4
17/02/2018 0:00,37.1
18/02/2018 0:00,34.6
19/02/2018 0:00,33.2
20/02/2018 0:00,35.4
21/02/2018 0:00,36.3
22/02/2018 0:00,35.7
23/02/2018 0:00,33.8
24/02/2018 0:00,33.6
25/02/2018 0:00,33.9
26/02/2018 0:00,35.3
27/02/2018 0:00,33.8
28/02/2018 0:00,35.9
01/03/2018 0:00,37.2
02/03/2018 0:00,37.9
03/03/2018 0:00,37.4
04/03/2018 0:00,39
05/03/2018 0:00,45.8
06/03/2018 0:00,39.5
07/03/2018 0:00,35.4
08/03/2018 0:00,34.8
09/03/2018 0:00,32.5
10/03/2018 0:00,31.4
11/03/2018 0:00,31.1
12/03/2018 0:00,32.6
13/03/2018 0:00,32.8
14/03/2018 0:00,33.7
15/03/2018 0:00,34.4
16/03/2018 0:00,37.4
17/03/2018 0:00,35.2
18/03/2018 0:00,38.9
19/03/2018 0:00,36.1
20/03/2018 0:00,37.6
21/03/2018 0:00,36.6
22/03/2018 0:00,37.6
23/03/2018 0:00,34.1
24/03/2018 0:00,31.1
25/03/2018 0:00,30.9
26/03/2018 0:00,31.7
27/03/2018 0:00,31.9
28/03/2018 0:00,32.8
29/03/2018 0:00,33.3
30/03/2018 0:00,33.8
31/03/2018 0:00,31.5
01/04/2018 0:00,32.5
02/04/2018 0:00,33.1
03/04/2018 0:00,34.3
04/04/2018 0:00,32.2
05/04/2018 0:00,32.3
06/04/2018 0:00,34.7
07/04/2018 0:00,35.5
08/04/2018 0:00,34.1
09/04/2018 0:00,34.7
10/04/2018 0:00,38.9
11/04/2018 0:00,37.7
12/04/2018 0:00,37.7
13/04/2018 0:00,38
14/04/2018 0:00,38.4
15/04/2018 0:00,38.6
16/04/2018 0:00,35.7
17/04/2018 0:00,36.6
18/04/2018 0:00,35.4
19/04/2018 0:00,35.3
20/04/2018 0:00,36
21/04/2018 0:00,37.9
22/04/2018 0:00,36.9
23/04/2018 0:00,36.8
24/04/2018 0:00,37.4
25/04/2018 0:00,38
26/04/2018 0:00,37.1
27/04/2018 0:00,37.3
28/04/2018 0:00,37.3
29/04/2018 0:00,38.2
30/04/2018 0:00,39.1
01/05/2018 0:00,42.8
02/05/2018 0:00,40.2
03/05/2018 0:00,38.3
04/05/2018 0:00,37.5
05/05/2018 0:00,34.8
06/05/2018 0:00,38.1
07/05/2018 0:00,37.8
08/05/2018 0:00,38.1
09/05/2018 0:00,38.7
10/05/2018 0:00,37.3
11/05/2018 0:00,37.2
12/05/2018 0:00,38.4
13/05/2018 0:00,39.4
14/05/2018 0:00,38.8
15/05/2018 0:00,37.7
16/05/2018 0:00,39.1
17/05/2018 0:00,39.7
18/05/2018 0:00,37.8
19/05/2018 0:00,38.8
20/05/2018 0:00,38.2
21/05/2018 0:00,40.1
22/05/2018 0:00,35.9
23/05/2018 0:00,39.3
24/05/2018 0:00,37.8
25/05/2018 0:00,35.9
26/05/2018 0:00,39.7
27/05/2018 0:00,41.4
28/05/2018 0:00,40.9
29/05/2018 0:00,39.1
30/05/2018 0:00,39
31/05/2018 0:00,40.3
01/06/2018 0:00,40.9
02/06/2018 0:00,39.1
03/06/2018 0:00,37.3
04/06/2018 0:00,38.4
05/06/2018 0:00,39.9
06/06/2018 0:00,36.3
07/06/2018 0:00,37.2
08/06/2018 0:00,34.6
09/06/2018 0:00,29.1
10/06/2018 0:00,30
11/06/2018 0:00,28.7
12/06/2018 0:00,29.8
13/06/2018 0:00,30.6
14/06/2018 0:00,37.4
15/06/2018 0:00,37.1
16/06/2018 0:00,35.3
17/06/2018 0:00,35.8
18/06/2018 0:00,36.4
19/06/2018 0:00,37
20/06/2018 0:00,38.3
21/06/2018 0:00,37.6
22/06/2018 0:00,36.8
23/06/2018 0:00,38.5
24/06/2018 0:00,38.3
25/06/2018 0:00,35.8
26/06/2018 0:00,34.8
27/06/2018 0:00,38
28/06/2018 0:00,36.6
29/06/2018 0:00,36.6
30/06/2018 0:00,35.5
01/07/2018 0:00,36.4
02/07/2018 0:00,36.5
03/07/2018 0:00,36.5
04/07/2018 0:00,35.9
05/07/2018 0:00,36.5
06/07/2018 0:00,36.9
07/07/2018 0:00,36.2
08/07/2018 0:00,36.9
09/07/2018 0:00,36.4
10/07/2018 0:00,35.5
11/07/2018 0:00,34.7
12/07/2018 0:00,33.8
13/07/2018 0:00,34.9
14/07/2018 0:00,36.7
15/07/2018 0:00,32.8
16/07/2018 0:00,32.9
17/07/2018 0:00,27.1
18/07/2018 0:00,34.1
19/07/2018 0:00,33.1
20/07/2018 0:00,34
21/07/2018 0:00,36
22/07/2018 0:00,27.7
23/07/2018 0:00,30.8
24/07/2018 0:00,34.5
25/07/2018 0:00,35
26/07/2018 0:00,33.4
27/07/2018 0:00,32.2
28/07/2018 0:00,34.6
29/07/2018 0:00,37.6
30/07/2018 0:00,36.9
31/07/2018 0:00,35.8
01/08/2018 0:00,37.9
02/08/2018 0:00,36.8
03/08/2018 0:00,34.7
04/08/2018 0:00,36.8
05/08/2018 0:00,35.9
06/08/2018 0:00,34.1
07/08/2018 0:00,36.3
08/08/2018 0:00,35.5
09/08/2018 0:00,33.3
10/08/2018 0:00,33.1
11/08/2018 0:00,30.7
12/08/2018 0:00,32.2
13/08/2018 0:00,33.2
14/08/2018 0:00,34.8
15/08/2018 0:00,35.8
16/08/2018 0:00,35.8
17/08/2018 0:00,36
18/08/2018 0:00,32.9
19/08/2018 0:00,35
20/08/2018 0:00,32.6
21/08/2018 0:00,35.5
22/08/2018 0:00,35
23/08/2018 0:00,35.5
24/08/2018 0:00,35.1
25/08/2018 0:00,36.6
26/08/2018 0:00,34.7
27/08/2018 0:00,38.5
28/08/2018 0:00,35.5
29/08/2018 0:00,36.6
30/08/2018 0:00,35.1
31/08/2018 0:00,36.2
01/09/2018 0:00,36.7
02/09/2018 0:00,36.3
03/09/2018 0:00,34.4
04/09/2018 0:00,34.5
05/09/2018 0:00,35.2
06/09/2018 0:00,35.5
07/09/2018 0:00,31.9
08/09/2018 0:00,37.6
09/09/2018 0:00,37.1
10/09/2018 0:00,38.4
11/09/2018 0:00,35.5
12/09/2018 0:00,36.4
13/09/2018 0:00,36.8
14/09/2018 0:00,34.3
15/09/2018 0:00,31.8
16/09/2018 0:00,35.7
17/09/2018 0:00,38
18/09/2018 0:00,36
19/09/2018 0:00,36.8
20/09/2018 0:00,38.6
21/09/2018 0:00,34.1
22/09/2018 0:00,36.1
23/09/2018 0:00,38.2
24/09/2018 0:00,37.5
25/09/2018 0:00,37.9
26/09/2018 0:00,38.6
27/09/2018 0:00,35.5
28/09/2018 0:00,37.2
29/09/2018 0:00,36.2
30/09/2018 0:00,37
01/10/2018 0:00,37.4
02/10/2018 0:00,37
03/10/2018 0:00,35.1
04/10/2018 0:00,36
05/10/2018 0:00,36.5
06/10/2018 0:00,36.2
07/10/2018 0:00,36.6
08/10/2018 0:00,36.8
09/10/2018 0:00,37
10/10/2018 0:00,35.5
11/10/2018 0:00,37.2
12/10/2018 0:00,38.4
13/10/2018 0:00,37.8
14/10/2018 0:00,36
15/10/2018 0:00,39.3
16/10/2018 0:00,35.5
17/10/2018 0:00,38.7
18/10/2018 0:00,38.1
19/10/2018 0:00,36.5
20/10/2018 0:00,35.8
21/10/2018 0:00,37.7
22/10/2018 0:00,36.6
23/10/2018 0:00,36.5
24/10/2018 0:00,35.6
25/10/2018 0:00,36.5
26/10/2018 0:00,36.4
27/10/2018 0:00,36.6
28/10/2018 0:00,35.3
29/10/2018 0:00,29.7
30/10/2018 0:00,30.5
31/10/2018 0:00,37
01/11/2018 0:00,37.4
02/11/2018 0:00,38.4
03/11/2018 0:00,37.6
04/11/2018 0:00,40.2
05/11/2018 0:00,35.2
06/11/2018 0:00,36.5
07/11/2018 0:00,34.6
08/11/2018 0:00,34.6
09/11/2018 0:00,33
10/11/2018 0:00,33.5
11/11/2018 0:00,34.8
12/11/2018 0:00,35
13/11/2018 0:00,35.7
14/11/2018 0:00,35.3
15/11/2018 0:00,35
16/11/2018 0:00,34.9
17/11/2018 0:00,34.7
18/11/2018 0:00,35.8
19/11/2018 0:00,33.6
20/11/2018 0:00,33.1
21/11/2018 0:00,31
22/11/2018 0:00,35
23/11/2018 0:00,35.8
24/11/2018 0:00,33.5
25/11/2018 0:00,34.3
26/11/2018 0:00,33.8
27/11/2018 0:00,33.7
28/11/2018 0:00,34.3
29/11/2018 0:00,34.2
30/11/2018 0:00,31.9
01/12/2018 0:00,32.9
02/12/2018 0:00,34.6
03/12/2018 0:00,35.4
04/12/2018 0:00,35.4
05/12/2018 0:00,36.1
06/12/2018 0:00,41.2
07/12/2018 0:00,35.2
08/12/2018 0:00,35
09/12/2018 0:00,33.7
10/12/2018 0:00,34.1
11/12/2018 0:00,35.6
12/12/2018 0:00,34.5
13/12/2018 0:00,33.2
14/12/2018 0:00,31.8
15/12/2018 0:00,32.9
16/12/2018 0:00,32.9
17/12/2018 0:00,32.6
18/12/2018 0:00,33
19/12/2018 0:00,32.4
20/12/2018 0:00,31.9
21/12/2018 0:00,31.9
22/12/2018 0:00,35.2
23/12/2018 0:00,26.1
24/12/2018 0:00,30.1
25/12/2018 0:00,35
26/12/2018 0:00,33.6
27/12/2018 0:00,33.5
28/12/2018 0:00,32.3
29/12/2018 0:00,24.8
30/12/2018 0:00,27
31/12/2018 0:00,27.6
01/01/2019 0:00,33.4
02/01/2019 0:00,32.5
03/01/2019 0:00,33.7
04/01/2019 0:00,33.2
05/01/2019 0:00,35.1
06/01/2019 0:00,33.9
07/01/2019 0:00,31.2
08/01/2019 0:00,32.8
09/01/2019 0:00,32.2
10/01/2019 0:00,36
11/01/2019 0:00,34.6
12/01/2019 0:00,32.3
13/01/2019 0:00,31.6
14/01/2019 0:00,31.9
15/01/2019 0:00,32.2
16/01/2019 0:00,31.7
17/01/2019 0:00,31.4
18/01/2019 0:00,30.7
19/01/2019 0:00,32.5
20/01/2019 0:00,33.1
21/01/2019 0:00,30
22/01/2019 0:00,31.6
23/01/2019 0:00,31.1
24/01/2019 0:00,31.9
25/01/2019 0:00,30.9
26/01/2019 0:00,28.9
27/01/2019 0:00,28
28/01/2019 0:00,27.4
29/01/2019 0:00,27.6
30/01/2019 0:00,29.1
31/01/2019 0:00,29.9
01/02/2019 0:00,28.8
02/02/2019 0:00,31.2
03/02/2019 0:00,31.8
04/02/2019 0:00,32.6
05/02/2019 0:00,32.6
06/02/2019 0:00,32.4
07/02/2019 0:00,30.7
08/02/2019 0:00,33.3
09/02/2019 0:00,33.7
10/02/2019 0:00,33.3
11/02/2019 0:00,32.3
12/02/2019 0:00,31.5
13/02/2019 0:00,30.2
14/02/2019 0:00,31.3
15/02/2019 0:00,31.5
16/02/2019 0:00,33
17/02/2019 0:00,33.7
18/02/2019 0:00,33
19/02/2019 0:00,33.2
20/02/2019 0:00,32.3
21/02/2019 0:00,31.5
22/02/2019 0:00,33
23/02/2019 0:00,31.8
24/02/2019 0:00,30.8
25/02/2019 0:00,31.7
26/02/2019 0:00,31.2
27/02/2019 0:00,32.1
28/02/2019 0:00,32.1
01/03/2019 0:00,32.7
02/03/2019 0:00,31.6
03/03/2019 0:00,33.2
04/03/2019 0:00,35.1
05/03/2019 0:00,34
06/03/2019 0:00,35.8
07/03/2019 0:00,34.4
08/03/2019 0:00,34
09/03/2019 0:00,33.8
10/03/2019 0:00,32.1
11/03/2019 0:00,33.6
12/03/2019 0:00,35.1
13/03/2019 0:00,35.1
14/03/2019 0:00,33.3
15/03/2019 0:00,33.6
16/03/2019 0:00,32.7
17/03/2019 0:00,33.3
18/03/2019 0:00,35.4
19/03/2019 0:00,35.4
20/03/2019 0:00,34.7
21/03/2019 0:00,35
22/03/2019 0:00,34.8
23/03/2019 0:00,35.1
24/03/2019 0:00,33.2
25/03/2019 0:00,32.7
26/03/2019 0:00,33.5
27/03/2019 0:00,35.3
28/03/2019 0:00,35.5
29/03/2019 0:00,36
30/03/2019 0:00,36
31/03/2019 0:00,34.8
01/04/2019 0:00,34.9
02/04/2019 0:00,33.2
03/04/2019 0:00,34.1
04/04/2019 0:00,34.9
05/04/2019 0:00,36.7
06/04/2019 0:00,36.9
07/04/2019 0:00,38.7
08/04/2019 0:00,38.2
09/04/2019 0:00,37
10/04/2019 0:00,39.1
11/04/2019 0:00,37.9
12/04/2019 0:00,38.9
13/04/2019 0:00,39.6
14/04/2019 0:00,37.6
15/04/2019 0:00,35.7
16/04/2019 0:00,36.6
17/04/2019 0:00,38.4
18/04/2019 0:00,39.5
19/04/2019 0:00,39.8
20/04/2019 0:00,37.9
21/04/2019 0:00,38.7
22/04/2019 0:00,39.3
23/04/2019 0:00,37.1
24/04/2019 0:00,38.7
25/04/2019 0:00,36.9
26/04/2019 0:00,38.8
27/04/2019 0:00,38
28/04/2019 0:00,37.2
29/04/2019 0:00,37.4
30/04/2019 0:00,36.4
01/05/2019 0:00,39.5
02/05/2019 0:00,40.1
03/05/2019 0:00,38.4
04/05/2019 0:00,37.2
05/05/2019 0:00,37.6
06/05/2019 0:00,36
07/05/2019 0:00,37.8
08/05/2019 0:00,38
09/05/2019 0:00,39.6
10/05/2019 0:00,38.3
11/05/2019 0:00,37.7
12/05/2019 0:00,37.4
13/05/2019 0:00,40.6
14/05/2019 0:00,40.6
15/05/2019 0:00,40.5
16/05/2019 0:00,39.7
17/05/2019 0:00,39.4
18/05/2019 0:00,40.5
19/05/2019 0:00,42.1
20/05/2019 0:00,40.8
21/05/2019 0:00,40.3
22/05/2019 0:00,41.8
23/05/2019 0:00,40.8
24/05/2019 0:00,37.7
25/05/2019 0:00,36.8
26/05/2019 0:00,38.4
27/05/2019 0:00,38.1
28/05/2019 0:00,38.9
29/05/2019 0:00,38.8
30/05/2019 0:00,39.7
31/05/2019 0:00,39.9
01/06/2019 0:00,40.3
02/06/2019 0:00,39.8
03/06/2019 0:00,40.2
04/06/2019 0:00,42.1
05/06/2019 0:00,38.1
06/06/2019 0:00,39.1
07/06/2019 0:00,40.4
08/06/2019 0:00,39.1
09/06/2019 0:00,38.4
10/06/2019 0:00,39
11/06/2019 0:00,39.1
12/06/2019 0:00,38.6
13/06/2019 0:00,38.7
14/06/2019 0:00,38.9
15/06/2019 0:00,38.2
16/06/2019 0:00,41.2
17/06/2019 0:00,41.1
18/06/2019 0:00,40.7
19/06/2019 0:00,39.2
20/06/2019 0:00,41
21/06/2019 0:00,42
22/06/2019 0:00,41.4
23/06/2019 0:00,41.4
24/06/2019 0:00,38.3
25/06/2019 0:00,37.9
26/06/2019 0:00,37.8
27/06/2019 0:00,36.9
28/06/2019 0:00,30.5
29/06/2019 0:00,33.1
30/06/2019 0:00,37.3
01/07/2019 0:00,32.9
02/07/2019 0:00,35.5
03/07/2019 0:00,38.6
04/07/2019 0:00,38.5
05/07/2019 0:00,38.2
06/07/2019 0:00,37.2
07/07/2019 0:00,38
08/07/2019 0:00,36.6
09/07/2019 0:00,38.2
10/07/2019 0:00,38
11/07/2019 0:00,38.7
12/07/2019 0:00,39
13/07/2019 0:00,39.3
14/07/2019 0:00,38.4
15/07/2019 0:00,34.8
16/07/2019 0:00,34.2
17/07/2019 0:00,34
18/07/2019 0:00,33.6
19/07/2019 0:00,37.2
20/07/2019 0:00,38.3
21/07/2019 0:00,37.6
22/07/2019 0:00,37.2
23/07/2019 0:00,36.9
24/07/2019 0:00,37.7
25/07/2019 0:00,38.5
26/07/2019 0:00,36.3
27/07/2019 0:00,34.8
28/07/2019 0:00,32.3
29/07/2019 0:00,35.9
30/07/2019 0:00,34.3
31/07/2019 0:00,37.5
01/08/2019 0:00,38.2
02/08/2019 0:00,34.1
03/08/2019 0:00,29
04/08/2019 0:00,34.6
05/08/2019 0:00,35.8
06/08/2019 0:00,35
07/08/2019 0:00,33.1
08/08/2019 0:00,32.4
09/08/2019 0:00,32.1
10/08/2019 0:00,36.4
11/08/2019 0:00,36.3
12/08/2019 0:00,37.1
13/08/2019 0:00,36.3
14/08/2019 0:00,36.8
15/08/2019 0:00,35.8
16/08/2019 0:00,37.8
17/08/2019 0:00,38.4
18/08/2019 0:00,37.4
19/08/2019 0:00,38.2
20/08/2019 0:00,38.7
21/08/2019 0:00,36.2
22/08/2019 0:00,35
23/08/2019 0:00,33.7
24/08/2019 0:00,34.8
25/08/2019 0:00,36
26/08/2019 0:00,38.6
27/08/2019 0:00,30.6
28/08/2019 0:00,34.8
29/08/2019 0:00,33.9
30/08/2019 0:00,34.1
31/08/2019 0:00,35.2
01/09/2019 0:00,36.3
02/09/2019 0:00,33.5
03/09/2019 0:00,34.8
04/09/2019 0:00,35.9
05/09/2019 0:00,36.2
06/09/2019 0:00,36.2
07/09/2019 0:00,36.3
08/09/2019 0:00,36.7
09/09/2019 0:00,34.1
10/09/2019 0:00,31.9
11/09/2019 0:00,34.8
12/09/2019 0:00,28.4
13/09/2019 0:00,34.6
14/09/2019 0:00,36.4
15/09/2019 0:00,34.1
16/09/2019 0:00,30.8
17/09/2019 0:00,32.8
18/09/2019 0:00,33.5
19/09/2019 0:00,33.3
20/09/2019 0:00,34.1
21/09/2019 0:00,32.8
22/09/2019 0:00,35.1
23/09/2019 0:00,39.6
24/09/2019 0:00,35.8
25/09/2019 0:00,39.9
26/09/2019 0:00,38.9
27/09/2019 0:00,37.2
28/09/2019 0:00,38.3
29/09/2019 0:00,38.3
30/09/2019 0:00,37.7
01/10/2019 0:00,37.8
02/10/2019 0:00,38
03/10/2019 0:00,34.4
04/10/2019 0:00,34.1
05/10/2019 0:00,36.5
06/10/2019 0:00,36.9
07/10/2019 0:00,37.3
08/10/2019 0:00,35.9
09/10/2019 0:00,36.3
10/10/2019 0:00,37.4
11/10/2019 0:00,36.4
12/10/2019 0:00,36.6
13/10/2019 0:00,34.3
14/10/2019 0:00,35
15/10/2019 0:00,37.5
16/10/2019 0:00,37.4
17/10/2019 0:00,35.8
18/10/2019 0:00,36.6
19/10/2019 0:00,37
20/10/2019 0:00,35.8
21/10/2019 0:00,38.2
22/10/2019 0:00,34.7
23/10/2019 0:00,37.1
24/10/2019 0:00,35.7
25/10/2019 0:00,37.7
26/10/2019 0:00,34.3
27/10/2019 0:00,36.4
28/10/2019 0:00,35.6
29/10/2019 0:00,36.3
30/10/2019 0:00,35.5
31/10/2019 0:00,35.6
01/11/2019 0:00,35.5
02/11/2019 0:00,35.3
03/11/2019 0:00,37.2
04/11/2019 0:00,35.7
05/11/2019 0:00,37.9
06/11/2019 0:00,36.8
07/11/2019 0:00,36.9
08/11/2019 0:00,37.1
09/11/2019 0:00,37.3
10/11/2019 0:00,34.7
11/11/2019 0:00,34.5
12/11/2019 0:00,35.3
13/11/2019 0:00,31.7
14/11/2019 0:00,34.6
15/11/2019 0:00,36.6
16/11/2019 0:00,37.4
17/11/2019 0:00,35.2
18/11/2019 0:00,36.7
19/11/2019 0:00,36.4
20/11/2019 0:00,35.8
21/11/2019 0:00,35
22/11/2019 0:00,34.6
23/11/2019 0:00,34.6
24/11/2019 0:00,35.5
25/11/2019 0:00,33.1
26/11/2019 0:00,33.2
27/11/2019 0:00,36.1
28/11/2019 0:00,34.8
29/11/2019 0:00,32.5
30/11/2019 0:00,33
01/12/2019 0:00,32
02/12/2019 0:00,32.7
03/12/2019 0:00,29.9
04/12/2019 0:00,36.8
05/12/2019 0:00,36
06/12/2019 0:00,36.9
07/12/2019 0:00,35.5
08/12/2019 0:00,33.2
09/12/2019 0:00,32.4
10/12/2019 0:00,34.6
11/12/2019 0:00,36.4
12/12/2019 0:00,33.4
13/12/2019 0:00,34.5
14/12/2019 0:00,34.5
15/12/2019 0:00,35.9
16/12/2019 0:00,37.1
17/12/2019 0:00,36.8
18/12/2019 0:00,34.7
19/12/2019 0:00,35
20/12/2019 0:00,35.7
21/12/2019 0:00,34.7
22/12/2019 0:00,35.2
23/12/2019 0:00,34.1
24/12/2019 0:00,34.1
25/12/2019 0:00,31.9
26/12/2019 0:00,36.6
27/12/2019 0:00,37.7
28/12/2019 0:00,36.5
29/12/2019 0:00,33.7
30/12/2019 0:00,35
31/12/2019 0:00,32.7
01/01/2020 0:00,32.3
02/01/2020 0:00,33.4
03/01/2020 0:00,34.3
04/01/2020 0:00,33.5
05/01/2020 0:00,31.7
06/01/2020 0:00,32.7
07/01/2020 0:00,34.7
08/01/2020 0:00,35.3
09/01/2020 0:00,33.1
10/01/2020 0:00,31.8
11/01/2020 0:00,34.1
12/01/2020 0:00,32.6
13/01/2020 0:00,32.3
14/01/2020 0:00,33.4
15/01/2020 0:00,34.5
16/01/2020 0:00,36.1
17/01/2020 0:00,36
18/01/2020 0:00,35.3
19/01/2020 0:00,33.1
20/01/2020 0:00,31.5
21/01/2020 0:00,32.6
22/01/2020 0:00,32.1
23/01/2020 0:00,31.6
24/01/2020 0:00,29.5
25/01/2020 0:00,32.3
26/01/2020 0:00,36.4
27/01/2020 0:00,33.6
28/01/2020 0:00,34.1
29/01/2020 0:00,32.8
30/01/2020 0:00,32
31/01/2020 0:00,29.4
01/02/2020 0:00,30.1
02/02/2020 0:00,28.5
03/02/2020 0:00,27.1
04/02/2020 0:00,31.6
05/02/2020 0:00,31.4
06/02/2020 0:00,31.4
07/02/2020 0:00,33.2
08/02/2020 0:00,34.1
09/02/2020 0:00,30.6
10/02/2020 0:00,29.1
