Date(UTC),"Science Garden Quezon City, Metro Manila Heat.Index.Max.Dly [deg C]"
Source,Climatic observation
11/02/2020 0:00,32.2
12/02/2020 0:00,31.4
13/02/2020 0:00,30.1
14/02/2020 0:00,32.8
15/02/2020 0:00,34.4
16/02/2020 0:00,34.5
17/02/2020 0:00,33.2
18/02/2020 0:00,34.1
19/02/2020 0:00,32
20/02/2020 0:00,30.2
21/02/2020 0:00,33.3
22/02/2020 0:00,32.6
23/02/2020 0:00,33
24/02/2020 0:00,35.6
25/02/2020 0:00,33.6
26/02/2020 0:00,32.3
27/02/2020 0:00,35.2
28/02/2020 0:00,33.8
29/02/2020 0:00,33.5
01/03/2020 0:00,34.7
02/03/2020 0:00,32.9
03/03/2020 0:00,33.4
04/03/2020 0:00,33.4
05/03/2020 0:00,35.5
06/03/2020 0:00,34.2
07/03/2020 0:00,37.2
08/03/2020 0:00,37.8
09/03/2020 0:00,38.5
10/03/2020 0:00,38
11/03/2020 0:00,36.6
12/03/2020 0:00,35.3
13/03/2020 0:00,36.1
14/03/2020 0:00,35.5
15/03/2020 0:00,34.1
16/03/2020 0:00,31.9
17/03/2020 0:00,32.5
18/03/2020 0:00,34.1
19/03/2020 0:00,35.9
20/03/2020 0:00,35.5
21/03/2020 0:00,37.5
22/03/2020 0:00,37.3
23/03/2020 0:00,36.9
24/03/2020 0:00,34.6
25/03/2020 0:00,35.5
26/03/2020 0:00,35.2
27/03/2020 0:00,37.8
28/03/2020 0:00,35.9
29/03/2020 0:00,37.1
30/03/2020 0:00,36.6
31/03/2020 0:00,36.2
01/04/2020 0:00,36.9
02/04/2020 0:00,36
03/04/2020 0:00,35.4
04/04/2020 0:00,36.5
05/04/2020 0:00,35.8
06/04/2020 0:00,36.4
07/04/2020 0:00,43.1
08/04/2020 0:00,36.2
09/04/2020 0:00,35.2
10/04/2020 0:00,36.5
11/04/2020 0:00,35.6
12/04/2020 0:00,36.3
13/04/2020 0:00,34.9
14/04/2020 0:00,35
15/04/2020 0:00,38.8
16/04/2020 0:00,37.6
17/04/2020 0:00,37.3
18/04/2020 0:00,38.3
19/04/2020 0:00,38.6
20/04/2020 0:00,39.4
21/04/2020 0:00,39
22/04/2020 0:00,41.6
23/04/2020 0:00,38.8
24/04/2020 0:00,38
25/04/2020 0:00,37.4
26/04/2020 0:00,38.3
27/04/2020 0:00,37
28/04/2020 0:00,38.3
29/04/2020 0:00,36.2
30/04/2020 0:00,36.7
01/05/2020 0:00,38.6
02/05/2020 0:00,37.7
03/05/2020 0:00,37.2
04/05/2020 0:00,42.1
05/05/2020 0:00,41.1
06/05/2020 0:00,41
07/05/2020 0:00,43
08/05/2020 0:00,39.7
09/05/2020 0:00,40.5
10/05/2020 0:00,40.4
11/05/2020 0:00,40.1
12/05/2020 0:00,40
13/05/2020 0:00,40.1
14/05/2020 0:00,42.3
15/05/2020 0:00,33.7
16/05/2020 0:00,37.1
17/05/2020 0:00,40.8
18/05/2020 0:00,39.7
19/05/2020 0:00,39.5
20/05/2020 0:00,41.1
21/05/2020 0:00,40.8
22/05/2020 0:00,40.7
23/05/2020 0:00,41.2
24/05/2020 0:00,38.8
25/05/2020 0:00,39.4
26/05/2020 0:00,41
27/05/2020 0:00,39.5
28/05/2020 0:00,40.4
29/05/2020 0:00,40.7
30/05/2020 0:00,40.8
31/05/2020 0:00,38.4
01/06/2020 0:00,39.2
02/06/2020 0:00,41.7
03/06/2020 0:00,40.3
04/06/2020 0:00,41.4
05/06/2020 0:00,40.4
06/06/2020 0:00,40.4
07/06/2020 0:00,41.2
08/06/2020 0:00,39.7
09/06/2020 0:00,39.5
10/06/2020 0:00,35.3
11/06/2020 0:00,38.5
12/06/2020 0:00,33.6
13/06/2020 0:00,37.9
14/06/2020 0:00,38.1
15/06/2020 0:00,36.9
16/06/2020 0:00,37.8
17/06/2020 0:00,38.7
18/06/2020 0:00,38.4
19/06/2020 0:00,35.3
20/06/2020 0:00,37.5
21/06/2020 0:00,38.8
22/06/2020 0:00,40.6
23/06/2020 0:00,40.6
24/06/2020 0:00,39.3
25/06/2020 0:00,39.2
26/06/2020 0:00,38.2
27/06/2020 0:00,37.6
28/06/2020 0:00,33.9
29/06/2020 0:00,35.6
30/06/2020 0:00,38.5
01/07/2020 0:00,36.9
02/07/2020 0:00,38.5
03/07/2020 0:00,37.9
04/07/2020 0:00,37.5
05/07/2020 0:00,37.5
06/07/2020 0:00,38.3
07/07/2020 0:00,39.9
08/07/2020 0:00,38.2
09/07/2020 0:00,39.1
10/07/2020 0:00,39.9
11/07/2020 0:00,40.1
12/07/2020 0:00,39.3
13/07/2020 0:00,30.6
14/07/2020 0:00,40.8
15/07/2020 0:00,40.5
16/07/2020 0:00,39.6
17/07/2020 0:00,41.2
18/07/2020 0:00,40.8
19/07/2020 0:00,36.9
20/07/2020 0:00,37.5
21/07/2020 0:00,39.9
22/07/2020 0:00,37.5
23/07/2020 0:00,41.5
24/07/2020 0:00,38.9
25/07/2020 0:00,39.9
26/07/2020 0:00,39
27/07/2020 0:00,39
28/07/2020 0:00,36.6
29/07/2020 0:00,32.1
30/07/2020 0:00,36.4
31/07/2020 0:00,36.9
01/08/2020 0:00,37
02/08/2020 0:00,35.3
03/08/2020 0:00,38.2
04/08/2020 0:00,38.5
05/08/2020 0:00,37.4
06/08/2020 0:00,36.5
07/08/2020 0:00,34.6
08/08/2020 0:00,32.1
09/08/2020 0:00,31.1
10/08/2020 0:00,34.5
11/08/2020 0:00,36.6
12/08/2020 0:00,35.8
13/08/2020 0:00,36.7
14/08/2020 0:00,37.2
15/08/2020 0:00,36.9
16/08/2020 0:00,36.6
17/08/2020 0:00,36.5
18/08/2020 0:00,37.3
19/08/2020 0:00,36
20/08/2020 0:00,33.5
21/08/2020 0:00,33.7
22/08/2020 0:00,39.6
23/08/2020 0:00,38.5
24/08/2020 0:00,39.2
25/08/2020 0:00,39.4
26/08/2020 0:00,37.4
27/08/2020 0:00,37.5
28/08/2020 0:00,37.6
29/08/2020 0:00,38
30/08/2020 0:00,35.5
31/08/2020 0:00,37.5
01/09/2020 0:00,37.6
02/09/2020 0:00,38.4
03/09/2020 0:00,38
04/09/2020 0:00,41.6
05/09/2020 0:00,40.8
06/09/2020 0:00,40.1
07/09/2020 0:00,38.7
08/09/2020 0:00,41.1
09/09/2020 0:00,37.5
10/09/2020 0:00,38.6
11/09/2020 0:00,37.4
12/09/2020 0:00,35.3
13/09/2020 0:00,38.5
14/09/2020 0:00,38.9
15/09/2020 0:00,36.3
16/09/2020 0:00,36.7
17/09/2020 0:00,33.3
18/09/2020 0:00,36.3
19/09/2020 0:00,37.2
20/09/2020 0:00,38.5
21/09/2020 0:00,37.7
22/09/2020 0:00,38.5
23/09/2020 0:00,39.1
24/09/2020 0:00,38.9
25/09/2020 0:00,36.5
26/09/2020 0:00,38.2
27/09/2020 0:00,38.5
28/09/2020 0:00,38
29/09/2020 0:00,37.8
30/09/2020 0:00,39.9
01/10/2020 0:00,39.2
02/10/2020 0:00,36.8
03/10/2020 0:00,39
04/10/2020 0:00,39
05/10/2020 0:00,36.6
06/10/2020 0:00,37.3
07/10/2020 0:00,36
08/10/2020 0:00,32.1
09/10/2020 0:00,33.3
10/10/2020 0:00,36.6
11/10/2020 0:00,32.3
12/10/2020 0:00,37.1
13/10/2020 0:00,37.7
14/10/2020 0:00,27.3
15/10/2020 0:00,35.2
16/10/2020 0:00,37.8
17/10/2020 0:00,32.5
18/10/2020 0:00,32.4
19/10/2020 0:00,35.9
20/10/2020 0:00,28.8
21/10/2020 0:00,34.3
22/10/2020 0:00,38.7
23/10/2020 0:00,37.6
24/10/2020 0:00,35
25/10/2020 0:00,35.5
26/10/2020 0:00,32.6
27/10/2020 0:00,34.6
28/10/2020 0:00,36.3
29/10/2020 0:00,35.4
30/10/2020 0:00,38.4
31/10/2020 0:00,36.9
01/11/2020 0:00,26.2
02/11/2020 0:00,34.2
03/11/2020 0:00,37.2
04/11/2020 0:00,33.9
05/11/2020 0:00,34.3
06/11/2020 0:00,35.2
07/11/2020 0:00,35.5
08/11/2020 0:00,37.7
09/11/2020 0:00,36
10/11/2020 0:00,35
11/11/2020 0:00,33.5
12/11/2020 0:00,30.3
13/11/2020 0:00,38.2
14/11/2020 0:00,38.6
15/11/2020 0:00,36.1
16/11/2020 0:00,36.5
17/11/2020 0:00,36.8
18/11/2020 0:00,36.6
19/11/2020 0:00,38
20/11/2020 0:00,38
21/11/2020 0:00,35.5
22/11/2020 0:00,36.9
23/11/2020 0:00,32.9
24/11/2020 0:00,33.3
25/11/2020 0:00,32.2
26/11/2020 0:00,34.7
27/11/2020 0:00,31.8
28/11/2020 0:00,36.3
29/11/2020 0:00,31.7
30/11/2020 0:00,33.2
01/12/2020 0:00,33.1
02/12/2020 0:00,34.6
03/12/2020 0:00,35.5
04/12/2020 0:00,32
05/12/2020 0:00,35.7
06/12/2020 0:00,36.1
07/12/2020 0:00,30.1
08/12/2020 0:00,36.2
09/12/2020 0:00,34.5
10/12/2020 0:00,31.5
11/12/2020 0:00,37
12/12/2020 0:00,35.2
13/12/2020 0:00,36.8
14/12/2020 0:00,36.4
15/12/2020 0:00,35.3
16/12/2020 0:00,33.8
17/12/2020 0:00,31.9
18/12/2020 0:00,34.3
19/12/2020 0:00,30
20/12/2020 0:00,35.2
21/12/2020 0:00,33.4
22/12/2020 0:00,35.2
23/12/2020 0:00,36.2
24/12/2020 0:00,35.6
25/12/2020 0:00,37.2
26/12/2020 0:00,34.6
27/12/2020 0:00,24.6
28/12/2020 0:00,34.3
29/12/2020 0:00,38.4
30/12/2020 0:00,37.4
31/12/2020 0:00,29.8
01/01/2021 0:00,28.9
02/01/2021 0:00,32.9
03/01/2021 0:00,29
04/01/2021 0:00,33.8
05/01/2021 0:00,32.4
06/01/2021 0:00,33.5
07/01/2021 0:00,32.8
08/01/2021 0:00,32.3
09/01/2021 0:00,30
10/01/2021 0:00,30.7
11/01/2021 0:00,28.5
12/01/2021 0:00,29.6
13/01/2021 0:00,30
14/01/2021 0:00,31.7
15/01/2021 0:00,32.2
16/01/2021 0:00,31.4
17/01/2021 0:00,30.8
18/01/2021 0:00,32
19/01/2021 0:00,30.7
20/01/2021 0:00,31.3
21/01/2021 0:00,35.8
22/01/2021 0:00,36.8
23/01/2021 0:00,33.9
24/01/2021 0:00,35.3
25/01/2021 0:00,33.6
26/01/2021 0:00,34.4
27/01/2021 0:00,34.2
28/01/2021 0:00,32.8
29/01/2021 0:00,29.3
30/01/2021 0:00,30.2
31/01/2021 0:00,30.1
01/02/2021 0:00,31.1
02/02/2021 0:00,31.7
03/02/2021 0:00,33
04/02/2021 0:00,34.4
05/02/2021 0:00,32.6
06/02/2021 0:00,36
07/02/2021 0:00,36.2
08/02/2021 0:00,33.5
09/02/2021 0:00,30.3
10/02/2021 0:00,32.4
11/02/2021 0:00,34.3
12/02/2021 0:00,35.8
13/02/2021 0:00,29.2
14/02/2021 0:00,35.9
15/02/2021 0:00,31.7
16/02/2021 0:00,31.6
17/02/2021 0:00,31.9
18/02/2021 0:00,31
19/02/2021 0:00,28.8
20/02/2021 0:00,27.3
21/02/2021 0:00,30.8
22/02/2021 0:00,28.4
23/02/2021 0:00,35.9
24/02/2021 0:00,33.9
25/02/2021 0:00,36.5
26/02/2021 0:00,36.1
27/02/2021 0:00,37.2
28/02/2021 0:00,35.4
01/03/2021 0:00,35.9
02/03/2021 0:00,35.9
03/03/2021 0:00,34.4
04/03/2021 0:00,34.5
05/03/2021 0:00,35.4
06/03/2021 0:00,33.6
07/03/2021 0:00,34.6
08/03/2021 0:00,33.8
09/03/2021 0:00,34
10/03/2021 0:00,34.1
11/03/2021 0:00,33.3
12/03/2021 0:00,33.5
13/03/2021 0:00,31.6
14/03/2021 0:00,32.4
15/03/2021 0:00,35.1
16/03/2021 0:00,36.3
17/03/2021 0:00,37.6
18/03/2021 0:00,37.3
19/03/2021 0:00,35.2
20/03/2021 0:00,36
21/03/2021 0:00,34.7
22/03/2021 0:00,36.1
23/03/2021 0:00,33.3
24/03/2021 0:00,37.6
25/03/2021 0:00,35.5
26/03/2021 0:00,
27/03/2021 0:00,
28/03/2021 0:00,
29/03/2021 0:00,37.4
30/03/2021 0:00,36.9
31/03/2021 0:00,36.2
01/04/2021 0:00,36.4
02/04/2021 0:00,36.3
03/04/2021 0:00,36.4
04/04/2021 0:00,37.6
05/04/2021 0:00,36.3
06/04/2021 0:00,36.2
07/04/2021 0:00,33.1
08/04/2021 0:00,33.9
09/04/2021 0:00,35.2
10/04/2021 0:00,34
11/04/2021 0:00,35.3
12/04/2021 0:00,35.8
13/04/2021 0:00,37.1
14/04/2021 0:00,36.9
15/04/2021 0:00,37.4
16/04/2021 0:00,38
17/04/2021 0:00,36.9
18/04/2021 0:00,34.4
19/04/2021 0:00,36.2
20/04/2021 0:00,35.6
21/04/2021 0:00,36.6
22/04/2021 0:00,37.6
23/04/2021 0:00,36.6
24/04/2021 0:00,36.2
25/04/2021 0:00,35.2
26/04/2021 0:00,34.8
27/04/2021 0:00,33.3
28/04/2021 0:00,35.5
29/04/2021 0:00,36.1
30/04/2021 0:00,38.4
01/05/2021 0:00,38.2
02/05/2021 0:00,38.1
03/05/2021 0:00,38.3
04/05/2021 0:00,37.8
05/05/2021 0:00,38.6
06/05/2021 0:00,39.2
07/05/2021 0:00,37.6
08/05/2021 0:00,39.9
09/05/2021 0:00,40.6
10/05/2021 0:00,38.3
11/05/2021 0:00,38.9
12/05/2021 0:00,40.2
13/05/2021 0:00,38.8
14/05/2021 0:00,40.1
15/05/2021 0:00,40
16/05/2021 0:00,40.6
17/05/2021 0:00,40.8
18/05/2021 0:00,39.8
19/05/2021 0:00,38.9
20/05/2021 0:00,40.7
21/05/2021 0:00,39.1
22/05/2021 0:00,40.6
23/05/2021 0:00,40.5
24/05/2021 0:00,40.2
25/05/2021 0:00,41.2
26/05/2021 0:00,39.2
27/05/2021 0:00,40.9
28/05/2021 0:00,40.8
29/05/2021 0:00,42.2
30/05/2021 0:00,41.9
31/05/2021 0:00,40.8
01/06/2021 0:00,42.6
02/06/2021 0:00,34.8
03/06/2021 0:00,36.6
04/06/2021 0:00,40.8
05/06/2021 0:00,39.3
06/06/2021 0:00,38.4
07/06/2021 0:00,38.5
08/06/2021 0:00,33
09/06/2021 0:00,33.9
10/06/2021 0:00,38.3
11/06/2021 0:00,38.4
12/06/2021 0:00,37
13/06/2021 0:00,37.1
14/06/2021 0:00,37.2
15/06/2021 0:00,39.2
16/06/2021 0:00,39.5
17/06/2021 0:00,39.6
18/06/2021 0:00,40.8
19/06/2021 0:00,39
20/06/2021 0:00,38.4
21/06/2021 0:00,33.5
22/06/2021 0:00,36.4
23/06/2021 0:00,37.4
24/06/2021 0:00,38.1
25/06/2021 0:00,37.4
26/06/2021 0:00,38.6
27/06/2021 0:00,38
28/06/2021 0:00,40.6
29/06/2021 0:00,37.7
30/06/2021 0:00,40.7
01/07/2021 0:00,40.4
02/07/2021 0:00,39.5
03/07/2021 0:00,33.5
04/07/2021 0:00,37.1
05/07/2021 0:00,37
06/07/2021 0:00,36.6
07/07/2021 0:00,39.7
08/07/2021 0:00,39.2
09/07/2021 0:00,36.6
10/07/2021 0:00,37
11/07/2021 0:00,38.7
12/07/2021 0:00,37.5
13/07/2021 0:00,36.8
14/07/2021 0:00,37.7
15/07/2021 0:00,36.2
16/07/2021 0:00,38.4
17/07/2021 0:00,37.3
18/07/2021 0:00,36.6
19/07/2021 0:00,36.6
20/07/2021 0:00,31.6
21/07/2021 0:00,28.2
22/07/2021 0:00,30
23/07/2021 0:00,33.9
24/07/2021 0:00,29.8
25/07/2021 0:00,32.7
26/07/2021 0:00,38
27/07/2021 0:00,36.4
28/07/2021 0:00,34.4
29/07/2021 0:00,34.8
30/07/2021 0:00,36.8
31/07/2021 0:00,35.8
01/08/2021 0:00,36.8
02/08/2021 0:00,39.1
03/08/2021 0:00,37.7
04/08/2021 0:00,38.9
05/08/2021 0:00,37.1
06/08/2021 0:00,37.9
07/08/2021 0:00,38.9
08/08/2021 0:00,37.7
09/08/2021 0:00,37.7
10/08/2021 0:00,35.5
11/08/2021 0:00,34.1
12/08/2021 0:00,37.2
13/08/2021 0:00,38.3
14/08/2021 0:00,38.5
15/08/2021 0:00,34.7
16/08/2021 0:00,37.9
17/08/2021 0:00,36.8
18/08/2021 0:00,38.9
19/08/2021 0:00,37.7
20/08/2021 0:00,38
21/08/2021 0:00,37.4
22/08/2021 0:00,37.2
23/08/2021 0:00,37.6
24/08/2021 0:00,34.7
25/08/2021 0:00,34.4
26/08/2021 0:00,32.2
27/08/2021 0:00,34.7
28/08/2021 0:00,36.4
29/08/2021 0:00,36.3
30/08/2021 0:00,37.3
31/08/2021 0:00,38.2
01/09/2021 0:00,36.3
02/09/2021 0:00,37.7
03/09/2021 0:00,36.9
04/09/2021 0:00,37.4
05/09/2021 0:00,36.1
06/09/2021 0:00,38.5
07/09/2021 0:00,34.4
08/09/2021 0:00,25.5
09/09/2021 0:00,38.3
10/09/2021 0:00,35.5
11/09/2021 0:00,32.6
12/09/2021 0:00,30.9
13/09/2021 0:00,37.3
14/09/2021 0:00,39.4
15/09/2021 0:00,37.2
16/09/2021 0:00,37.8
17/09/2021 0:00,37.5
18/09/2021 0:00,38.5
19/09/2021 0:00,30.7
20/09/2021 0:00,35.1
21/09/2021 0:00,37.2
22/09/2021 0:00,37.7
23/09/2021 0:00,39.5
24/09/2021 0:00,37.6
25/09/2021 0:00,37.4
26/09/2021 0:00,38
27/09/2021 0:00,36.8
28/09/2021 0:00,40.3
29/09/2021 0:00,39.2
30/09/2021 0:00,35.6
01/10/2021 0:00,38.6
02/10/2021 0:00,38
03/10/2021 0:00,35.4
04/10/2021 0:00,35.8
05/10/2021 0:00,33.1
06/10/2021 0:00,34.5
07/10/2021 0:00,36.7
08/10/2021 0:00,36.3
09/10/2021 0:00,37.6
10/10/2021 0:00,38.3
11/10/2021 0:00,36.4
12/10/2021 0:00,36.1
13/10/2021 0:00,36.4
14/10/2021 0:00,34.7
15/10/2021 0:00,36
16/10/2021 0:00,39
17/10/2021 0:00,36.6
18/10/2021 0:00,32.2
19/10/2021 0:00,37.9
20/10/2021 0:00,37
21/10/2021 0:00,35.5
22/10/2021 0:00,37.1
23/10/2021 0:00,36.2
24/10/2021 0:00,31.6
25/10/2021 0:00,30.5
26/10/2021 0:00,35.7
27/10/2021 0:00,35.7
28/10/2021 0:00,33.7
29/10/2021 0:00,35.1
30/10/2021 0:00,35.5
31/10/2021 0:00,33.9
01/11/2021 0:00,36.2
02/11/2021 0:00,35.6
03/11/2021 0:00,36.7
04/11/2021 0:00,36.8
05/11/2021 0:00,38.7
06/11/2021 0:00,40.2
07/11/2021 0:00,38.3
08/11/2021 0:00,37
09/11/2021 0:00,35.2
10/11/2021 0:00,36.1
11/11/2021 0:00,36.6
12/11/2021 0:00,36.6
13/11/2021 0:00,36.5
14/11/2021 0:00,36.7
15/11/2021 0:00,35.5
16/11/2021 0:00,37.3
17/11/2021 0:00,37.2
18/11/2021 0:00,36.2
19/11/2021 0:00,36.3
20/11/2021 0:00,35
21/11/2021 0:00,37.4
22/11/2021 0:00,36.8
23/11/2021 0:00,34.8
24/11/2021 0:00,35.5
25/11/2021 0:00,35.3
26/11/2021 0:00,32.7
27/11/2021 0:00,36.2
28/11/2021 0:00,30.4
29/11/2021 0:00,36.2
30/11/2021 0:00,39.2
01/12/2021 0:00,35.1
02/12/2021 0:00,33.2
03/12/2021 0:00,30.2
04/12/2021 0:00,29.8
05/12/2021 0:00,30.9
06/12/2021 0:00,30.6
07/12/2021 0:00,31.6
08/12/2021 0:00,31.3
09/12/2021 0:00,34.8
10/12/2021 0:00,32.8
11/12/2021 0:00,31.6
12/12/2021 0:00,33.8
13/12/2021 0:00,33.4
14/12/2021 0:00,32.1
15/12/2021 0:00,31.6
16/12/2021 0:00,35.4
17/12/2021 0:00,35.5
18/12/2021 0:00,38.2
19/12/2021 0:00,30.7
20/12/2021 0:00,34.4
21/12/2021 0:00,37.4
22/12/2021 0:00,35.3
23/12/2021 0:00,34.8
24/12/2021 0:00,33.3
25/12/2021 0:00,35.7
26/12/2021 0:00,31.7
27/12/2021 0:00,30
28/12/2021 0:00,30.6
29/12/2021 0:00,31.3
30/12/2021 0:00,30.5
31/12/2021 0:00,30.3
01/01/2022 0:00,30.5
02/01/2022 0:00,28.4
03/01/2022 0:00,31.1
04/01/2022 0:00,31.1
05/01/2022 0:00,31.3
06/01/2022 0:00,31.8
07/01/2022 0:00,32.7
08/01/2022 0:00,32.6
09/01/2022 0:00,35.1
10/01/2022 0:00,35.3
11/01/2022 0:00,32.8
12/01/2022 0:00,32.7
13/01/2022 0:00,29.3
14/01/2022 0:00,28.6
15/01/2022 0:00,29.2
16/01/2022 0:00,32
17/01/2022 0:00,30.1
18/01/2022 0:00,29.9
19/01/2022 0:00,31.2
20/01/2022 0:00,31.7
21/01/2022 0:00,31.7
22/01/2022 0:00,34.5
23/01/2022 0:00,34.2
24/01/2022 0:00,33.8
25/01/2022 0:00,34.2
26/01/2022 0:00,33
27/01/2022 0:00,36.2
28/01/2022 0:00,36.4
29/01/2022 0:00,37.1
30/01/2022 0:00,35.6
31/01/2022 0:00,34.1
01/02/2022 0:00,31.7
02/02/2022 0:00,31.8
03/02/2022 0:00,30.9
04/02/2022 0:00,33.7
05/02/2022 0:00,31.1
06/02/2022 0:00,32.2
07/02/2022 0:00,33.4
08/02/2022 0:00,35.5
09/02/2022 0:00,33.3
10/02/2022 0:00,32.8
11/02/2022 0:00,33.7
12/02/2022 0:00,33.1
13/02/2022 0:00,34.1
14/02/2022 0:00,32.5
15/02/2022 0:00,34.8
16/02/2022 0:00,33.2
17/02/2022 0:00,33.2
18/02/2022 0:00,35.4
19/02/2022 0:00,36.9
20/02/2022 0:00,34.6
21/02/2022 0:00,35.3
22/02/2022 0:00,33.7
23/02/2022 0:00,32.6
24/02/2022 0:00,36.8
25/02/2022 0:00,35.8
26/02/2022 0:00,34.2
27/02/2022 0:00,34.7
28/02/2022 0:00,34.1
01/03/2022 0:00,34.6
02/03/2022 0:00,35.8
03/03/2022 0:00,38
04/03/2022 0:00,36.8
05/03/2022 0:00,35.4
06/03/2022 0:00,36.4
07/03/2022 0:00,35.7
08/03/2022 0:00,34.7
09/03/2022 0:00,32.6
10/03/2022 0:00,35.3
11/03/2022 0:00,34.1
12/03/2022 0:00,36.9
13/03/2022 0:00,36
14/03/2022 0:00,37.7
15/03/2022 0:00,37.4
16/03/2022 0:00,36.6
17/03/2022 0:00,37.8
18/03/2022 0:00,38.5
19/03/2022 0:00,38.7
20/03/2022 0:00,37.6
21/03/2022 0:00,38.2
22/03/2022 0:00,39.9
23/03/2022 0:00,38.7
24/03/2022 0:00,37.5
25/03/2022 0:00,37.9
26/03/2022 0:00,38.3
27/03/2022 0:00,37.5
28/03/2022 0:00,35.5
29/03/2022 0:00,36.9
30/03/2022 0:00,36.5
31/03/2022 0:00,39.2
01/04/2022 0:00,36.3
02/04/2022 0:00,35.7
03/04/2022 0:00,34.6
04/04/2022 0:00,34.6
05/04/2022 0:00,26.1
06/04/2022 0:00,35.7
07/04/2022 0:00,37.1
08/04/2022 0:00,33.8
09/04/2022 0:00,36.5
10/04/2022 0:00,35.1
11/04/2022 0:00,34.7
12/04/2022 0:00,37
13/04/2022 0:00,35.9
14/04/2022 0:00,37.1
15/04/2022 0:00,38.4
16/04/2022 0:00,35.7
17/04/2022 0:00,33.9
18/04/2022 0:00,37.3
19/04/2022 0:00,34.9
20/04/2022 0:00,36.7
21/04/2022 0:00,38
22/04/2022 0:00,37
23/04/2022 0:00,36
24/04/2022 0:00,37.7
25/04/2022 0:00,37.9
26/04/2022 0:00,37.1
27/04/2022 0:00,38.5
28/04/2022 0:00,39.3
29/04/2022 0:00,38.1
30/04/2022 0:00,39
01/05/2022 0:00,36.9
02/05/2022 0:00,37
03/05/2022 0:00,37.7
04/05/2022 0:00,37.6
05/05/2022 0:00,36.7
06/05/2022 0:00,39.4
07/05/2022 0:00,41.1
08/05/2022 0:00,40.6
09/05/2022 0:00,38.7
10/05/2022 0:00,38.5
11/05/2022 0:00,38
12/05/2022 0:00,41.2
13/05/2022 0:00,39.9
14/05/2022 0:00,39.1
15/05/2022 0:00,38.8
16/05/2022 0:00,38.4
17/05/2022 0:00,39.3
18/05/2022 0:00,38
19/05/2022 0:00,36.8
20/05/2022 0:00,37.5
21/05/2022 0:00,35.9
22/05/2022 0:00,37.7
23/05/2022 0:00,38.2
24/05/2022 0:00,40.5
25/05/2022 0:00,38.5
26/05/2022 0:00,38.5
27/05/2022 0:00,40.3
28/05/2022 0:00,34.8
29/05/2022 0:00,37.4
30/05/2022 0:00,38.8
31/05/2022 0:00,38.4
01/06/2022 0:00,33.4
02/06/2022 0:00,37.6
03/06/2022 0:00,39.2
04/06/2022 0:00,40.2
05/06/2022 0:00,39.2
06/06/2022 0:00,38.2
07/06/2022 0:00,38
08/06/2022 0:00,37.4
09/06/2022 0:00,39.6
10/06/2022 0:00,40.3
11/06/2022 0:00,38.7
12/06/2022 0:00,38.7
13/06/2022 0:00,38.3
14/06/2022 0:00,39.2
15/06/2022 0:00,37.9
16/06/2022 0:00,38.7
17/06/2022 0:00,40.5
18/06/2022 0:00,37.7
19/06/2022 0:00,40.1
20/06/2022 0:00,39.3
21/06/2022 0:00,38
22/06/2022 0:00,37.7
23/06/2022 0:00,36
24/06/2022 0:00,38.4
25/06/2022 0:00,37.6
26/06/2022 0:00,37.1
27/06/2022 0:00,35.3
28/06/2022 0:00,38.9
29/06/2022 0:00,36.5
30/06/2022 0:00,37.2
01/07/2022 0:00,37.3
02/07/2022 0:00,37.4
03/07/2022 0:00,37.5
04/07/2022 0:00,38.7
05/07/2022 0:00,36.2
06/07/2022 0:00,35
07/07/2022 0:00,35.5
08/07/2022 0:00,37.2
09/07/2022 0:00,39.2
10/07/2022 0:00,40.8
11/07/2022 0:00,40.2
12/07/2022 0:00,36.9
13/07/2022 0:00,36.2
14/07/2022 0:00,39.7
15/07/2022 0:00,39.8
16/07/2022 0:00,38
17/07/2022 0:00,38.2
18/07/2022 0:00,38.3
19/07/2022 0:00,41
20/07/2022 0:00,38.2
21/07/2022 0:00,34
22/07/2022 0:00,38.5
23/07/2022 0:00,38.2
24/07/2022 0:00,39
25/07/2022 0:00,38.2
26/07/2022 0:00,36.4
27/07/2022 0:00,39.2
28/07/2022 0:00,38.9
29/07/2022 0:00,37.6
30/07/2022 0:00,33.9
31/07/2022 0:00,36.3
01/08/2022 0:00,37
02/08/2022 0:00,36.1
03/08/2022 0:00,39.3
04/08/2022 0:00,34.8
05/08/2022 0:00,32.4
06/08/2022 0:00,33.8
07/08/2022 0:00,35.1
08/08/2022 0:00,32.7
09/08/2022 0:00,35.8
10/08/2022 0:00,36.3
11/08/2022 0:00,35.4
12/08/2022 0:00,37.8
13/08/2022 0:00,37.9
14/08/2022 0:00,36.6
15/08/2022 0:00,34.4
16/08/2022 0:00,36.6
17/08/2022 0:00,35.3
18/08/2022 0:00,37
19/08/2022 0:00,38.4
20/08/2022 0:00,35.3
21/08/2022 0:00,36.8
22/08/2022 0:00,34.8
23/08/2022 0:00,28
24/08/2022 0:00,33.7
25/08/2022 0:00,38.8
26/08/2022 0:00,39.7
27/08/2022 0:00,38.2
28/08/2022 0:00,38.4
29/08/2022 0:00,38.9
30/08/2022 0:00,38.4
31/08/2022 0:00,33.4
01/09/2022 0:00,35.9
02/09/2022 0:00,37.1
03/09/2022 0:00,32.9
04/09/2022 0:00,38.7
05/09/2022 0:00,37
06/09/2022 0:00,40.8
07/09/2022 0:00,39.9
08/09/2022 0:00,39.3
